"OGE_ID","Name","Beschreibung","Vorraussetzungen","Type","Prio","Duration","Stepnum","Stepbeschr","Stepresult"
"Testcase_22_BUCHAUK_4","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - 1 - Eingangsdaten prüfen - capacity - interval nicht in der Zukunft"," Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" nicht in der Zukunft (teilweise in der Zukunft auch ausprobieren)
        ""direction"" am angefragten Netzpunkt möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar
            die bezeichnete Primärbuchung unterbrechbar gehört zum jetzt buchenden TK und zum 
            bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID benannte
            Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.

Request von PKP (Buchungsanfrage) ist vorhanden: XML_Request ""AuktionsBuchung"" muss entsprechend angepasst werden
capacity: 
""interval"" in der Buchungsanfrage vorhanden
""interval"" -> end <= start 
""interval"" in der Zukunft","Functional","Minor","","1.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","2.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","- Primärbuchungsobjekt wurde nicht angelegt.
- Buchungsnachricht ist in der Importschnittstelle des cm mit Fehlermeldung zu sehen. 
Fehlerursache und Antwort an die PKP: ""interval"" liegt nicht in der Zukunft Primärbuchungsobjekt wurde nicht angelegt."
"","","","","","","","3.0","Dialog empfangene Auktionsergebnisse im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog ""Import"" ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""Fehler"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist vorhanden."
"Testcase_22_BUCHAUK_5","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - Eingangsdaten prüfen - capacity - Gasart am Netzpunkt nicht möglich"," Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt möglich
        am angefragte Punkt steht die gewünschte Gasart nicht zur Verfügung (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar
            die bezeichnete Primärbuchung unterbrechbar gehört zum jetzt buchenden TK und 
            zum bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID 
            benannte Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.

Request von PKP (Buchungsanfrage) ist vorhanden: XML_Request ""AuktionsBuchung"" muss entsprechend angepasst werden","Functional","Minor","","1.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","2.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","- Primärbuchungsobjekt wurde nicht angelegt.
- Buchungsnachricht ist in der Importschnittstelle des cm mit Fehlermeldung zu sehen: Die verfügbare Gasart am Netzpunkt 18:-1:31 ist ""H"". Die angefragte Gasart ""L"" kann daher nicht bereit gestellt werden."
"","","","","","","","3.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog [IMPORT] ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""Fehler"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist vorhanden."
"Testcase_22_BUCHAUK_6","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - 1 - Eingangsdaten prüfen - capacityTransformation - Zugehörigkeit Primärbuchung zum TK und Netzpunkt"," Request von PKP (Auktionsbuchung) bzw SoapUI-Request (ECGPECM-5296_Auktionsbuchung) ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt ist möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar
            die bezeichnete Primärbuchung unterbrechbar gehört nicht zum jetzt buchenden TK und/oder
            zum bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID 
            benannte Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.","Functional","Minor","","1.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","2.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","- Primärbuchungsobjekt wurde nicht angelegt.
- Buchungsnachricht ist in der Importschnittstelle des cm mit  Fehlermeldung zu sehen. 
- im [IMPORT]-Dialog in der Beschreibungsspalte wird eine entsprechende Fehlermeldung angezeigt
- Es wurde die unterbrechbare Buchung  zur Umwandlung angegeben, deren Transportkunde nicht dem Transportkunden der Kapazitätsanfrage entspricht. 
- Es wurde die unterbrechbare Buchung  zur Umwandlung angegeben, deren Netzpunkt  nicht dem Netzpunkt der Kapazitätsanfrage entspricht."
"","","","","","","","3.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog [IMPORT] ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""Fehler"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist vorhanden."
"Testcase_22_BUCHAUK_7","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - 1 - Eingangsdaten prüfen - capacity - direction am Netzpunkt nicht möglich, mit späterer manueller Verarbeitung nach Korrektur der direction"," Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt ist nicht möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar die bezeichnete Primärbuchung
             unterbrechbar gehört nicht zum jetzt buchenden TK und/oder (beides testen) zum
             bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID benannte 
            Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.","Functional","Minor","","1.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","2.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","- Primärbuchungsobjekt wurde nicht angelegt.
- Buchungsnachricht ist in der Importschnittstelle des cm mit Fehlermeldung zu sehen. 
Fehlerursache und Antwort an die PKP: ""direction am Netzpunkt nicht möglich"""
"","","","","","","","3.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungs-eingang prüfen","Im Dialog [IMPORT] ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""Fehler"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist vorhanden."
"","","","","","","","4.0"," durch manuelle Korrektur die ""direction"" am Netzpunkt im MTS.cm (bzw. in Zusammenspiel mit capacity) so einstellen das sie der gewünschten ""direction"" der Nachricht entspricht(über Dialog Netzpunkt im MTS.cm ""direction umstellen und Netzpunkt speichern)","Im Dialog Netzpunkt des MTS.cm und im capacity ist die ""direction"" umgestellt und gespeichert"
"","","","","","","","5.0","Im Dialog [IMPORT] im MTS.cm die Option erneut verarbeiten wählen","Nach der Korrektur und der anschliessenden erneuten Verarbeitung:
- Primärbuchungsobjekt wurde mit allen übermittelten Daten korrekt angelegt
- die Buchungsanfrage kann ohne Fehler geöffnet werden
- Antwort an das PKP: erfolgreiche Primärbuchung
- Entgelt konnte berechnet werden

Im Dialog [IMPORT] ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""OK"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist nicht mehr vorhanden."
"","","","","","","","6.0","Dialog Kommunikation mit Capacity"" im MTS.cm öffnen und Nachrichten prüfen","Im Dialog""Capacity Tracing"" [CCTRACE] wird ein neuer Eintrag erzeugt. Dieser enthält Sendedatum, TransaktionsID und den Status der Nachricht zum Capacity.  Die XML-Datei der Nachricht ist aufrufbar."
"","","","","","","","7.0","Export an nachgelagerte Systeme über Exportschnittstelle des MTS.cm prüfen ","Erfolgreicher Export der neuen  Primärbuchung und BK-Einbringung an nachgelagerte Systeme SAP-PI,  SAP-BW. "
"Testcase_22_BUCHAUK_8","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - 1 - Eingangsdaten prüfen - capacityTransformation - ungültiger BK-Code"," Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden https://d-entrixplus.intranet.open-grid-europe.net/mts.services/soa/CapacityManagement/AuctionBookingService/AuctionBookingServiceC90.asmx
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code ungültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
    capacityTransformation:
        ""contractID"":
            ""contractID"" existiert in Primärbuchungen unterbrechbar die bezeichnete Primärbuchung
             unterbrechbar gehört nicht zum jetzt buchenden TK und/oder (beides testen) zum
             bezeichneten Netzpunkt
        accountingGridID:
            BK-Code gültig
            TK zuordnungsermächtigt
            es gibt ein Einbringungsobjekt unterbrechbar, das den bezeichnetetn BK bezeichnet
            das Einbringungsobjekt bezieht sich auf den Netzpunkt, den TK und die in contractID benannte 
            Primärbuchung unterbrechbar","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.","Functional","Minor","","1.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
"","","","","","","","2.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","Primärbuchungsobjekt wurde angelegt
- die Buchungsanfrage kann ohne Fehler geöffnet werden
- TK-User hängt als Parameter an der PB

Das Umwandlungsobjekt bzw. die Einbringung wurde nicht angelegt
- Antwort an die PKP: BK-Code ungültig
"
"","","","","","","","3.0","Dialog [IMPORT] im MTS.cm öffnen und Buchungseingang prüfen","Im Dialog [IMPORT] ist ein neuer Eintrag mit Empfangsdatum, AuktionsID, ProduktID sowie der Status der Verarbeitung ""OK"" enthalten. Die XML-Datei der Nachricht ist aufrufbar. Die Option erneut verarbeiten ist nicht vorhanden."
"Testcase_22_BUCHAUK_9","Test: [KapMan2011] UC22_Buchung_von_Auktionsergebnissen - 1 - Eingangsdaten prüfen - ungültige offerid"," Request von PKP (Auktionsbuchung) bzw SoapUI-Request ist vorhanden
    Shipper:
        Shipper existiert als Transportkunde im TSO-Backend-System
        Shipper besitzt Recht am Netzpunkt Kapazität zu buchen
    Shipper-User:
        Shipper-User existiert als TK-User im TSO-Backend-System
        TK-User im TSO-Backend-System besitzt das Recht Kapazität zu buchen
    accountingGridID:
        BK-Code gültig
        TK zuordnungsermächtigt
    capacity:
        ""interval"" in der Buchungsanfrage vorhanden
        ""interval"" -> end > start
        ""interval"" liegt in der Zukunft
        ""direction"" am angefragten Netzpunkt möglich
        angefragte Punkt liegt im angefragten Marktgebiet (""methane"")
        die angefragte Unterbrechbarkeitsklasse ist beim TSO vorhanden (""interruptionCategory"")
   ","A1. Auktionsergebnisse sollen automatisch und Schnittstellenkonform (vgl. [3]) vom MTS.cm empfangen und verarbeitet werden können.","Functional","Minor","","1.0","Die in den Vorbedingungen aufgeführte Buchung durchführen","Buchung kann fehlerfrei verschickt werden"
